Tdiv	N1	N2	Nadm	s	Fonset	Tonset	admrate	Tadm	SELCOEFF	PP1N1	PP2N2	TONSET1	TSPLIT1	TSPLIT2	TONSET2	TSAMPLE	ALPHA1	ALPHA2
500	1000	10000	10000	0.05	0.5	152	0.05	10	0.5	100	1000	4037	4050	4051	4052	4052	0.05	0.95
1000	1000	10000	10000	0.05	0.5	152	0.05	10	0.5	100	1000	4087	4100	4101	4102	4102	0.05	0.95
1500	1000	10000	10000	0.05	0.5	152	0.05	10	0.5	100	1000	4137	4150	4151	4152	4152	0.05	0.95
2000	1000	10000	10000	0.05	0.5	152	0.05	10	0.5	100	1000	4187	4200	4201	4202	4202	0.05	0.95
500	10000	10000	10000	0.05	0.5	198	0.05	10	0.5	1000	1000	4032	4050	4051	4052	4052	0.05	0.95
1000	10000	10000	10000	0.05	0.5	198	0.05	10	0.5	1000	1000	4082	4100	4101	4102	4102	0.05	0.95
1500	10000	10000	10000	0.05	0.5	198	0.05	10	0.5	1000	1000	4132	4150	4151	4152	4152	0.05	0.95
2000	10000	10000	10000	0.05	0.5	198	0.05	10	0.5	1000	1000	4182	4200	4201	4202	4202	0.05	0.95
500	1000	1000	1000	0.1	0.5	76	0.05	10	1	100	100	4044	4050	4051	4052	4052	0.05	0.95
1000	1000	1000	1000	0.1	0.5	76	0.05	10	1	100	100	4094	4100	4101	4102	4102	0.05	0.95
1500	1000	1000	1000	0.1	0.5	76	0.05	10	1	100	100	4144	4150	4151	4152	4152	0.05	0.95
2000	1000	1000	1000	0.1	0.5	76	0.05	10	1	100	100	4194	4200	4201	4202	4202	0.05	0.95
500	10000	1000	1000	0.1	0.5	99	0.05	10	1	1000	100	4042	4050	4051	4052	4052	0.05	0.95
1000	10000	1000	1000	0.1	0.5	99	0.05	10	1	1000	100	4092	4100	4101	4102	4102	0.05	0.95
1500	10000	1000	1000	0.1	0.5	99	0.05	10	1	1000	100	4142	4150	4151	4152	4152	0.05	0.95
2000	10000	1000	1000	0.1	0.5	99	0.05	10	1	1000	100	4192	4200	4201	4202	4202	0.05	0.95
500	1000	10000	1000	0.1	0.5	76	0.05	10	1	100	1000	4044	4050	4051	4052	4052	0.05	0.95
1000	1000	10000	1000	0.1	0.5	76	0.05	10	1	100	1000	4094	4100	4101	4102	4102	0.05	0.95
1500	1000	10000	1000	0.1	0.5	76	0.05	10	1	100	1000	4144	4150	4151	4152	4152	0.05	0.95
2000	1000	10000	1000	0.1	0.5	76	0.05	10	1	100	1000	4194	4200	4201	4202	4202	0.05	0.95
500	10000	10000	1000	0.1	0.5	99	0.05	10	1	1000	1000	4042	4050	4051	4052	4052	0.05	0.95
1000	10000	10000	1000	0.1	0.5	99	0.05	10	1	1000	1000	4092	4100	4101	4102	4102	0.05	0.95
1500	10000	10000	1000	0.1	0.5	99	0.05	10	1	1000	1000	4142	4150	4151	4152	4152	0.05	0.95
2000	10000	10000	1000	0.1	0.5	99	0.05	10	1	1000	1000	4192	4200	4201	4202	4202	0.05	0.95
500	1000	1000	10000	0.1	0.5	76	0.05	10	1	100	100	4044	4050	4051	4052	4052	0.05	0.95
1000	1000	1000	10000	0.1	0.5	76	0.05	10	1	100	100	4094	4100	4101	4102	4102	0.05	0.95
1500	1000	1000	10000	0.1	0.5	76	0.05	10	1	100	100	4144	4150	4151	4152	4152	0.05	0.95
2000	1000	1000	10000	0.1	0.5	76	0.05	10	1	100	100	4194	4200	4201	4202	4202	0.05	0.95
500	10000	1000	10000	0.1	0.5	99	0.05	10	1	1000	100	4042	4050	4051	4052	4052	0.05	0.95
1000	10000	1000	10000	0.1	0.5	99	0.05	10	1	1000	100	4092	4100	4101	4102	4102	0.05	0.95
1500	10000	1000	10000	0.1	0.5	99	0.05	10	1	1000	100	4142	4150	4151	4152	4152	0.05	0.95
2000	10000	1000	10000	0.1	0.5	99	0.05	10	1	1000	100	4192	4200	4201	4202	4202	0.05	0.95
500	1000	10000	10000	0.1	0.5	76	0.05	10	1	100	1000	4044	4050	4051	4052	4052	0.05	0.95
1000	1000	10000	10000	0.1	0.5	76	0.05	10	1	100	1000	4094	4100	4101	4102	4102	0.05	0.95
1500	1000	10000	10000	0.1	0.5	76	0.05	10	1	100	1000	4144	4150	4151	4152	4152	0.05	0.95
2000	1000	10000	10000	0.1	0.5	76	0.05	10	1	100	1000	4194	4200	4201	4202	4202	0.05	0.95
500	10000	10000	10000	0.1	0.5	99	0.05	10	1	1000	1000	4042	4050	4051	4052	4052	0.05	0.95
1000	10000	10000	10000	0.1	0.5	99	0.05	10	1	1000	1000	4092	4100	4101	4102	4102	0.05	0.95
1500	10000	10000	10000	0.1	0.5	99	0.05	10	1	1000	1000	4142	4150	4151	4152	4152	0.05	0.95
2000	10000	10000	10000	0.1	0.5	99	0.05	10	1	1000	1000	4192	4200	4201	4202	4202	0.05	0.95
1000	1000	1000	1000	0.01	0.75	870	0.05	10	0.1	100	100	4015	4100	4101	4102	4102	0.05	0.95
1500	1000	1000	1000	0.01	0.75	870	0.05	10	0.1	100	100	4065	4150	4151	4152	4152	0.05	0.95
2000	1000	1000	1000	0.01	0.75	870	0.05	10	0.1	100	100	4115	4200	4201	4202	4202	0.05	0.95
1500	10000	1000	1000	0.01	0.75	1100	0.05	10	0.1	1000	100	4042	4150	4151	4152	4152	0.05	0.95
2000	10000	1000	1000	0.01	0.75	1100	0.05	10	0.1	1000	100	4092	4200	4201	4202	4202	0.05	0.95
1000	1000	10000	1000	0.01	0.75	870	0.05	10	0.1	100	1000	4015	4100	4101	4102	4102	0.05	0.95
1500	1000	10000	1000	0.01	0.75	870	0.05	10	0.1	100	1000	4065	4150	4151	4152	4152	0.05	0.95
2000	1000	10000	1000	0.01	0.75	870	0.05	10	0.1	100	1000	4115	4200	4201	4202	4202	0.05	0.95
1500	10000	10000	1000	0.01	0.75	1100	0.05	10	0.1	1000	1000	4042	4150	4151	4152	4152	0.05	0.95
2000	10000	10000	1000	0.01	0.75	1100	0.05	10	0.1	1000	1000	4092	4200	4201	4202	4202	0.05	0.95
1000	1000	1000	10000	0.01	0.75	870	0.05	10	0.1	100	100	4015	4100	4101	4102	4102	0.05	0.95
1500	1000	1000	10000	0.01	0.75	870	0.05	10	0.1	100	100	4065	4150	4151	4152	4152	0.05	0.95
2000	1000	1000	10000	0.01	0.75	870	0.05	10	0.1	100	100	4115	4200	4201	4202	4202	0.05	0.95
1500	10000	1000	10000	0.01	0.75	1100	0.05	10	0.1	1000	100	4042	4150	4151	4152	4152	0.05	0.95
2000	10000	1000	10000	0.01	0.75	1100	0.05	10	0.1	1000	100	4092	4200	4201	4202	4202	0.05	0.95
1000	1000	10000	10000	0.01	0.75	870	0.05	10	0.1	100	1000	4015	4100	4101	4102	4102	0.05	0.95
1500	1000	10000	10000	0.01	0.75	870	0.05	10	0.1	100	1000	4065	4150	4151	4152	4152	0.05	0.95
2000	1000	10000	10000	0.01	0.75	870	0.05	10	0.1	100	1000	4115	4200	4201	4202	4202	0.05	0.95
1500	10000	10000	10000	0.01	0.75	1100	0.05	10	0.1	1000	1000	4042	4150	4151	4152	4152	0.05	0.95
2000	10000	10000	10000	0.01	0.75	1100	0.05	10	0.1	1000	1000	4092	4200	4201	4202	4202	0.05	0.95
500	1000	1000	1000	0.05	0.75	174	0.05	10	0.5	100	100	4035	4050	4051	4052	4052	0.05	0.95
1000	1000	1000	1000	0.05	0.75	174	0.05	10	0.5	100	100	4085	4100	4101	4102	4102	0.05	0.95
1500	1000	1000	1000	0.05	0.75	174	0.05	10	0.5	100	100	4135	4150	4151	4152	4152	0.05	0.95
2000	1000	1000	1000	0.05	0.75	174	0.05	10	0.5	100	100	4185	4200	4201	4202	4202	0.05	0.95
500	10000	1000	1000	0.05	0.75	220	0.05	10	0.5	1000	100	4030	4050	4051	4052	4052	0.05	0.95
1000	10000	1000	1000	0.05	0.75	220	0.05	10	0.5	1000	100	4080	4100	4101	4102	4102	0.05	0.95
1500	10000	1000	1000	0.05	0.75	220	0.05	10	0.5	1000	100	4130	4150	4151	4152	4152	0.05	0.95
2000	10000	1000	1000	0.05	0.75	220	0.05	10	0.5	1000	100	4180	4200	4201	4202	4202	0.05	0.95
500	1000	10000	1000	0.05	0.75	174	0.05	10	0.5	100	1000	4035	4050	4051	4052	4052	0.05	0.95
1000	1000	10000	1000	0.05	0.75	174	0.05	10	0.5	100	1000	4085	4100	4101	4102	4102	0.05	0.95
1500	1000	10000	1000	0.05	0.75	174	0.05	10	0.5	100	1000	4135	4150	4151	4152	4152	0.05	0.95
2000	1000	10000	1000	0.05	0.75	174	0.05	10	0.5	100	1000	4185	4200	4201	4202	4202	0.05	0.95
500	10000	10000	1000	0.05	0.75	220	0.05	10	0.5	1000	1000	4030	4050	4051	4052	4052	0.05	0.95
1000	10000	10000	1000	0.05	0.75	220	0.05	10	0.5	1000	1000	4080	4100	4101	4102	4102	0.05	0.95
1500	10000	10000	1000	0.05	0.75	220	0.05	10	0.5	1000	1000	4130	4150	4151	4152	4152	0.05	0.95
2000	10000	10000	1000	0.05	0.75	220	0.05	10	0.5	1000	1000	4180	4200	4201	4202	4202	0.05	0.95
500	1000	1000	10000	0.05	0.75	174	0.05	10	0.5	100	100	4035	4050	4051	4052	4052	0.05	0.95
1000	1000	1000	10000	0.05	0.75	174	0.05	10	0.5	100	100	4085	4100	4101	4102	4102	0.05	0.95
1500	1000	1000	10000	0.05	0.75	174	0.05	10	0.5	100	100	4135	4150	4151	4152	4152	0.05	0.95
2000	1000	1000	10000	0.05	0.75	174	0.05	10	0.5	100	100	4185	4200	4201	4202	4202	0.05	0.95
500	10000	1000	10000	0.05	0.75	220	0.05	10	0.5	1000	100	4030	4050	4051	4052	4052	0.05	0.95
1000	10000	1000	10000	0.05	0.75	220	0.05	10	0.5	1000	100	4080	4100	4101	4102	4102	0.05	0.95
1500	10000	1000	10000	0.05	0.75	220	0.05	10	0.5	1000	100	4130	4150	4151	4152	4152	0.05	0.95
2000	10000	1000	10000	0.05	0.75	220	0.05	10	0.5	1000	100	4180	4200	4201	4202	4202	0.05	0.95
500	1000	10000	10000	0.05	0.75	174	0.05	10	0.5	100	1000	4035	4050	4051	4052	4052	0.05	0.95
1000	1000	10000	10000	0.05	0.75	174	0.05	10	0.5	100	1000	4085	4100	4101	4102	4102	0.05	0.95
1500	1000	10000	10000	0.05	0.75	174	0.05	10	0.5	100	1000	4135	4150	4151	4152	4152	0.05	0.95
2000	1000	10000	10000	0.05	0.75	174	0.05	10	0.5	100	1000	4185	4200	4201	4202	4202	0.05	0.95
500	10000	10000	10000	0.05	0.75	220	0.05	10	0.5	1000	1000	4030	4050	4051	4052	4052	0.05	0.95
1000	10000	10000	10000	0.05	0.75	220	0.05	10	0.5	1000	1000	4080	4100	4101	4102	4102	0.05	0.95
1500	10000	10000	10000	0.05	0.75	220	0.05	10	0.5	1000	1000	4130	4150	4151	4152	4152	0.05	0.95
2000	10000	10000	10000	0.05	0.75	220	0.05	10	0.5	1000	1000	4180	4200	4201	4202	4202	0.05	0.95
500	1000	1000	1000	0.1	0.75	87	0.05	10	1	100	100	4043	4050	4051	4052	4052	0.05	0.95
1000	1000	1000	1000	0.1	0.75	87	0.05	10	1	100	100	4093	4100	4101	4102	4102	0.05	0.95
1500	1000	1000	1000	0.1	0.75	87	0.05	10	1	100	100	4143	4150	4151	4152	4152	0.05	0.95
2000	1000	1000	1000	0.1	0.75	87	0.05	10	1	100	100	4193	4200	4201	4202	4202	0.05	0.95
500	10000	1000	1000	0.1	0.75	110	0.05	10	1	1000	100	4041	4050	4051	4052	4052	0.05	0.95
1000	10000	1000	1000	0.1	0.75	110	0.05	10	1	1000	100	4091	4100	4101	4102	4102	0.05	0.95
1500	10000	1000	1000	0.1	0.75	110	0.05	10	1	1000	100	4141	4150	4151	4152	4152	0.05	0.95
2000	10000	1000	1000	0.1	0.75	110	0.05	10	1	1000	100	4191	4200	4201	4202	4202	0.05	0.95
500	1000	10000	1000	0.1	0.75	87	0.05	10	1	100	1000	4043	4050	4051	4052	4052	0.05	0.95
1000	1000	10000	1000	0.1	0.75	87	0.05	10	1	100	1000	4093	4100	4101	4102	4102	0.05	0.95
1500	1000	10000	1000	0.1	0.75	87	0.05	10	1	100	1000	4143	4150	4151	4152	4152	0.05	0.95
2000	1000	10000	1000	0.1	0.75	87	0.05	10	1	100	1000	4193	4200	4201	4202	4202	0.05	0.95
500	10000	10000	1000	0.1	0.75	110	0.05	10	1	1000	1000	4041	4050	4051	4052	4052	0.05	0.95
1000	10000	10000	1000	0.1	0.75	110	0.05	10	1	1000	1000	4091	4100	4101	4102	4102	0.05	0.95
1500	10000	10000	1000	0.1	0.75	110	0.05	10	1	1000	1000	4141	4150	4151	4152	4152	0.05	0.95
2000	10000	10000	1000	0.1	0.75	110	0.05	10	1	1000	1000	4191	4200	4201	4202	4202	0.05	0.95
500	1000	1000	10000	0.1	0.75	87	0.05	10	1	100	100	4043	4050	4051	4052	4052	0.05	0.95
1000	1000	1000	10000	0.1	0.75	87	0.05	10	1	100	100	4093	4100	4101	4102	4102	0.05	0.95
1500	1000	1000	10000	0.1	0.75	87	0.05	10	1	100	100	4143	4150	4151	4152	4152	0.05	0.95
2000	1000	1000	10000	0.1	0.75	87	0.05	10	1	100	100	4193	4200	4201	4202	4202	0.05	0.95
500	10000	1000	10000	0.1	0.75	110	0.05	10	1	1000	100	4041	4050	4051	4052	4052	0.05	0.95
1000	10000	1000	10000	0.1	0.75	110	0.05	10	1	1000	100	4091	4100	4101	4102	4102	0.05	0.95
1500	10000	1000	10000	0.1	0.75	110	0.05	10	1	1000	100	4141	4150	4151	4152	4152	0.05	0.95
2000	10000	1000	10000	0.1	0.75	110	0.05	10	1	1000	100	4191	4200	4201	4202	4202	0.05	0.95
500	1000	10000	10000	0.1	0.75	87	0.05	10	1	100	1000	4043	4050	4051	4052	4052	0.05	0.95
1000	1000	10000	10000	0.1	0.75	87	0.05	10	1	100	1000	4093	4100	4101	4102	4102	0.05	0.95
1500	1000	10000	10000	0.1	0.75	87	0.05	10	1	100	1000	4143	4150	4151	4152	4152	0.05	0.95
2000	1000	10000	10000	0.1	0.75	87	0.05	10	1	100	1000	4193	4200	4201	4202	4202	0.05	0.95
500	10000	10000	10000	0.1	0.75	110	0.05	10	1	1000	1000	4041	4050	4051	4052	4052	0.05	0.95
1000	10000	10000	10000	0.1	0.75	110	0.05	10	1	1000	1000	4091	4100	4101	4102	4102	0.05	0.95
1500	10000	10000	10000	0.1	0.75	110	0.05	10	1	1000	1000	4141	4150	4151	4152	4152	0.05	0.95
2000	10000	10000	10000	0.1	0.75	110	0.05	10	1	1000	1000	4191	4200	4201	4202	4202	0.05	0.95
1500	1000	1000	1000	0.01	0.99	1220	0.05	10	0.1	100	100	4030	4150	4151	4152	4152	0.05	0.95
2000	1000	1000	1000	0.01	0.99	1220	0.05	10	0.1	100	100	4080	4200	4201	4202	4202	0.05	0.95
1500	10000	1000	1000	0.01	0.99	1450	0.05	10	0.1	1000	100	4007	4150	4151	4152	4152	0.05	0.95
2000	10000	1000	1000	0.01	0.99	1450	0.05	10	0.1	1000	100	4057	4200	4201	4202	4202	0.05	0.95
1500	1000	10000	1000	0.01	0.99	1220	0.05	10	0.1	100	1000	4030	4150	4151	4152	4152	0.05	0.95
2000	1000	10000	1000	0.01	0.99	1220	0.05	10	0.1	100	1000	4080	4200	4201	4202	4202	0.05	0.95
1500	10000	10000	1000	0.01	0.99	1450	0.05	10	0.1	1000	1000	4007	4150	4151	4152	4152	0.05	0.95
2000	10000	10000	1000	0.01	0.99	1450	0.05	10	0.1	1000	1000	4057	4200	4201	4202	4202	0.05	0.95
1500	1000	1000	10000	0.01	0.99	1220	0.05	10	0.1	100	100	4030	4150	4151	4152	4152	0.05	0.95
2000	1000	1000	10000	0.01	0.99	1220	0.05	10	0.1	100	100	4080	4200	4201	4202	4202	0.05	0.95
1500	10000	1000	10000	0.01	0.99	1450	0.05	10	0.1	1000	100	4007	4150	4151	4152	4152	0.05	0.95
2000	10000	1000	10000	0.01	0.99	1450	0.05	10	0.1	1000	100	4057	4200	4201	4202	4202	0.05	0.95
1500	1000	10000	10000	0.01	0.99	1220	0.05	10	0.1	100	1000	4030	4150	4151	4152	4152	0.05	0.95
2000	1000	10000	10000	0.01	0.99	1220	0.05	10	0.1	100	1000	4080	4200	4201	4202	4202	0.05	0.95
1500	10000	10000	10000	0.01	0.99	1450	0.05	10	0.1	1000	1000	4007	4150	4151	4152	4152	0.05	0.95
2000	10000	10000	10000	0.01	0.99	1450	0.05	10	0.1	1000	1000	4057	4200	4201	4202	4202	0.05	0.95
500	1000	1000	1000	0.05	0.99	244	0.05	10	0.5	100	100	4028	4050	4051	4052	4052	0.05	0.95
1000	1000	1000	1000	0.05	0.99	244	0.05	10	0.5	100	100	4078	4100	4101	4102	4102	0.05	0.95
1500	1000	1000	1000	0.05	0.99	244	0.05	10	0.5	100	100	4128	4150	4151	4152	4152	0.05	0.95
2000	1000	1000	1000	0.05	0.99	244	0.05	10	0.5	100	100	4178	4200	4201	4202	4202	0.05	0.95
500	10000	1000	1000	0.05	0.99	290	0.05	10	0.5	1000	100	4023	4050	4051	4052	4052	0.05	0.95
1000	10000	1000	1000	0.05	0.99	290	0.05	10	0.5	1000	100	4073	4100	4101	4102	4102	0.05	0.95
1500	10000	1000	1000	0.05	0.99	290	0.05	10	0.5	1000	100	4123	4150	4151	4152	4152	0.05	0.95
2000	10000	1000	1000	0.05	0.99	290	0.05	10	0.5	1000	100	4173	4200	4201	4202	4202	0.05	0.95
500	1000	10000	1000	0.05	0.99	244	0.05	10	0.5	100	1000	4028	4050	4051	4052	4052	0.05	0.95
1000	1000	10000	1000	0.05	0.99	244	0.05	10	0.5	100	1000	4078	4100	4101	4102	4102	0.05	0.95
1500	1000	10000	1000	0.05	0.99	244	0.05	10	0.5	100	1000	4128	4150	4151	4152	4152	0.05	0.95
2000	1000	10000	1000	0.05	0.99	244	0.05	10	0.5	100	1000	4178	4200	4201	4202	4202	0.05	0.95
500	10000	10000	1000	0.05	0.99	290	0.05	10	0.5	1000	1000	4023	4050	4051	4052	4052	0.05	0.95
1000	10000	10000	1000	0.05	0.99	290	0.05	10	0.5	1000	1000	4073	4100	4101	4102	4102	0.05	0.95
1500	10000	10000	1000	0.05	0.99	290	0.05	10	0.5	1000	1000	4123	4150	4151	4152	4152	0.05	0.95
2000	10000	10000	1000	0.05	0.99	290	0.05	10	0.5	1000	1000	4173	4200	4201	4202	4202	0.05	0.95
500	1000	1000	10000	0.05	0.99	244	0.05	10	0.5	100	100	4028	4050	4051	4052	4052	0.05	0.95
1000	1000	1000	10000	0.05	0.99	244	0.05	10	0.5	100	100	4078	4100	4101	4102	4102	0.05	0.95
1500	1000	1000	10000	0.05	0.99	244	0.05	10	0.5	100	100	4128	4150	4151	4152	4152	0.05	0.95
2000	1000	1000	10000	0.05	0.99	244	0.05	10	0.5	100	100	4178	4200	4201	4202	4202	0.05	0.95
500	10000	1000	10000	0.05	0.99	290	0.05	10	0.5	1000	100	4023	4050	4051	4052	4052	0.05	0.95
1000	10000	1000	10000	0.05	0.99	290	0.05	10	0.5	1000	100	4073	4100	4101	4102	4102	0.05	0.95
1500	10000	1000	10000	0.05	0.99	290	0.05	10	0.5	1000	100	4123	4150	4151	4152	4152	0.05	0.95
2000	10000	1000	10000	0.05	0.99	290	0.05	10	0.5	1000	100	4173	4200	4201	4202	4202	0.05	0.95
500	1000	10000	10000	0.05	0.99	244	0.05	10	0.5	100	1000	4028	4050	4051	4052	4052	0.05	0.95
1000	1000	10000	10000	0.05	0.99	244	0.05	10	0.5	100	1000	4078	4100	4101	4102	4102	0.05	0.95
1500	1000	10000	10000	0.05	0.99	244	0.05	10	0.5	100	1000	4128	4150	4151	4152	4152	0.05	0.95
2000	1000	10000	10000	0.05	0.99	244	0.05	10	0.5	100	1000	4178	4200	4201	4202	4202	0.05	0.95
500	10000	10000	10000	0.05	0.99	290	0.05	10	0.5	1000	1000	4023	4050	4051	4052	4052	0.05	0.95
1000	10000	10000	10000	0.05	0.99	290	0.05	10	0.5	1000	1000	4073	4100	4101	4102	4102	0.05	0.95
1500	10000	10000	10000	0.05	0.99	290	0.05	10	0.5	1000	1000	4123	4150	4151	4152	4152	0.05	0.95
2000	10000	10000	10000	0.05	0.99	290	0.05	10	0.5	1000	1000	4173	4200	4201	4202	4202	0.05	0.95
500	1000	1000	1000	0.1	0.99	122	0.05	10	1	100	100	4040	4050	4051	4052	4052	0.05	0.95
1000	1000	1000	1000	0.1	0.99	122	0.05	10	1	100	100	4090	4100	4101	4102	4102	0.05	0.95
1500	1000	1000	1000	0.1	0.99	122	0.05	10	1	100	100	4140	4150	4151	4152	4152	0.05	0.95
2000	1000	1000	1000	0.1	0.99	122	0.05	10	1	100	100	4190	4200	4201	4202	4202	0.05	0.95
500	10000	1000	1000	0.1	0.99	145	0.05	10	1	1000	100	4037	4050	4051	4052	4052	0.05	0.95
1000	10000	1000	1000	0.1	0.99	145	0.05	10	1	1000	100	4087	4100	4101	4102	4102	0.05	0.95
1500	10000	1000	1000	0.1	0.99	145	0.05	10	1	1000	100	4137	4150	4151	4152	4152	0.05	0.95
2000	10000	1000	1000	0.1	0.99	145	0.05	10	1	1000	100	4187	4200	4201	4202	4202	0.05	0.95
500	1000	10000	1000	0.1	0.99	122	0.05	10	1	100	1000	4040	4050	4051	4052	4052	0.05	0.95
1000	1000	10000	1000	0.1	0.99	122	0.05	10	1	100	1000	4090	4100	4101	4102	4102	0.05	0.95
1500	1000	10000	1000	0.1	0.99	122	0.05	10	1	100	1000	4140	4150	4151	4152	4152	0.05	0.95
2000	1000	10000	1000	0.1	0.99	122	0.05	10	1	100	1000	4190	4200	4201	4202	4202	0.05	0.95
500	10000	10000	1000	0.1	0.99	145	0.05	10	1	1000	1000	4037	4050	4051	4052	4052	0.05	0.95
1000	10000	10000	1000	0.1	0.99	145	0.05	10	1	1000	1000	4087	4100	4101	4102	4102	0.05	0.95
1500	10000	10000	1000	0.1	0.99	145	0.05	10	1	1000	1000	4137	4150	4151	4152	4152	0.05	0.95
2000	10000	10000	1000	0.1	0.99	145	0.05	10	1	1000	1000	4187	4200	4201	4202	4202	0.05	0.95
500	1000	1000	10000	0.1	0.99	122	0.05	10	1	100	100	4040	4050	4051	4052	4052	0.05	0.95
1000	1000	1000	10000	0.1	0.99	122	0.05	10	1	100	100	4090	4100	4101	4102	4102	0.05	0.95
1500	1000	1000	10000	0.1	0.99	122	0.05	10	1	100	100	4140	4150	4151	4152	4152	0.05	0.95
2000	1000	1000	10000	0.1	0.99	122	0.05	10	1	100	100	4190	4200	4201	4202	4202	0.05	0.95
500	10000	1000	10000	0.1	0.99	145	0.05	10	1	1000	100	4037	4050	4051	4052	4052	0.05	0.95
1000	10000	1000	10000	0.1	0.99	145	0.05	10	1	1000	100	4087	4100	4101	4102	4102	0.05	0.95
1500	10000	1000	10000	0.1	0.99	145	0.05	10	1	1000	100	4137	4150	4151	4152	4152	0.05	0.95
2000	10000	1000	10000	0.1	0.99	145	0.05	10	1	1000	100	4187	4200	4201	4202	4202	0.05	0.95
500	1000	10000	10000	0.1	0.99	122	0.05	10	1	100	1000	4040	4050	4051	4052	4052	0.05	0.95
1000	1000	10000	10000	0.1	0.99	122	0.05	10	1	100	1000	4090	4100	4101	4102	4102	0.05	0.95
1500	1000	10000	10000	0.1	0.99	122	0.05	10	1	100	1000	4140	4150	4151	4152	4152	0.05	0.95
2000	1000	10000	10000	0.1	0.99	122	0.05	10	1	100	1000	4190	4200	4201	4202	4202	0.05	0.95
500	10000	10000	10000	0.1	0.99	145	0.05	10	1	1000	1000	4037	4050	4051	4052	4052	0.05	0.95
1000	10000	10000	10000	0.1	0.99	145	0.05	10	1	1000	1000	4087	4100	4101	4102	4102	0.05	0.95
1500	10000	10000	10000	0.1	0.99	145	0.05	10	1	1000	1000	4137	4150	4151	4152	4152	0.05	0.95
2000	10000	10000	10000	0.1	0.99	145	0.05	10	1	1000	1000	4187	4200	4201	4202	4202	0.05	0.95
1000	1000	1000	1000	0.01	0.125	565	0.05	20	0.1	100	100	4046	4100	4101	4102	4103	0.05	0.95
1500	1000	1000	1000	0.01	0.125	565	0.05	20	0.1	100	100	4096	4150	4151	4152	4153	0.05	0.95
2000	1000	1000	1000	0.01	0.125	565	0.05	20	0.1	100	100	4146	4200	4201	4202	4203	0.05	0.95
1000	10000	1000	1000	0.01	0.125	796	0.05	20	0.1	1000	100	4023	4100	4101	4102	4103	0.05	0.95
1500	10000	1000	1000	0.01	0.125	796	0.05	20	0.1	1000	100	4073	4150	4151	4152	4153	0.05	0.95
2000	10000	1000	1000	0.01	0.125	796	0.05	20	0.1	1000	100	4123	4200	4201	4202	4203	0.05	0.95
1000	1000	10000	1000	0.01	0.125	565	0.05	20	0.1	100	1000	4046	4100	4101	4102	4103	0.05	0.95
1500	1000	10000	1000	0.01	0.125	565	0.05	20	0.1	100	1000	4096	4150	4151	4152	4153	0.05	0.95
2000	1000	10000	1000	0.01	0.125	565	0.05	20	0.1	100	1000	4146	4200	4201	4202	4203	0.05	0.95
1000	10000	10000	1000	0.01	0.125	796	0.05	20	0.1	1000	1000	4023	4100	4101	4102	4103	0.05	0.95
1500	10000	10000	1000	0.01	0.125	796	0.05	20	0.1	1000	1000	4073	4150	4151	4152	4153	0.05	0.95
2000	10000	10000	1000	0.01	0.125	796	0.05	20	0.1	1000	1000	4123	4200	4201	4202	4203	0.05	0.95
1000	1000	1000	10000	0.01	0.125	565	0.05	20	0.1	100	100	4046	4100	4101	4102	4103	0.05	0.95
1500	1000	1000	10000	0.01	0.125	565	0.05	20	0.1	100	100	4096	4150	4151	4152	4153	0.05	0.95
2000	1000	1000	10000	0.01	0.125	565	0.05	20	0.1	100	100	4146	4200	4201	4202	4203	0.05	0.95
1000	10000	1000	10000	0.01	0.125	796	0.05	20	0.1	1000	100	4023	4100	4101	4102	4103	0.05	0.95
1500	10000	1000	10000	0.01	0.125	796	0.05	20	0.1	1000	100	4073	4150	4151	4152	4153	0.05	0.95
2000	10000	1000	10000	0.01	0.125	796	0.05	20	0.1	1000	100	4123	4200	4201	4202	4203	0.05	0.95
1000	1000	10000	10000	0.01	0.125	565	0.05	20	0.1	100	1000	4046	4100	4101	4102	4103	0.05	0.95
1500	1000	10000	10000	0.01	0.125	565	0.05	20	0.1	100	1000	4096	4150	4151	4152	4153	0.05	0.95
2000	1000	10000	10000	0.01	0.125	565	0.05	20	0.1	100	1000	4146	4200	4201	4202	4203	0.05	0.95
1000	10000	10000	10000	0.01	0.125	796	0.05	20	0.1	1000	1000	4023	4100	4101	4102	4103	0.05	0.95
1500	10000	10000	10000	0.01	0.125	796	0.05	20	0.1	1000	1000	4073	4150	4151	4152	4153	0.05	0.95
2000	10000	10000	10000	0.01	0.125	796	0.05	20	0.1	1000	1000	4123	4200	4201	4202	4203	0.05	0.95
500	1000	1000	1000	0.05	0.125	113	0.05	20	0.5	100	100	4042	4050	4051	4052	4053	0.05	0.95
1000	1000	1000	1000	0.05	0.125	113	0.05	20	0.5	100	100	4092	4100	4101	4102	4103	0.05	0.95
1500	1000	1000	1000	0.05	0.125	113	0.05	20	0.5	100	100	4142	4150	4151	4152	4153	0.05	0.95
2000	1000	1000	1000	0.05	0.125	113	0.05	20	0.5	100	100	4192	4200	4201	4202	4203	0.05	0.95
500	10000	1000	1000	0.05	0.125	159	0.05	20	0.5	1000	100	4037	4050	4051	4052	4053	0.05	0.95
1000	10000	1000	1000	0.05	0.125	159	0.05	20	0.5	1000	100	4087	4100	4101	4102	4103	0.05	0.95
1500	10000	1000	1000	0.05	0.125	159	0.05	20	0.5	1000	100	4137	4150	4151	4152	4153	0.05	0.95
